teamName,seasonYear,totalWins,totalLosses,avgWins,avgLosses,totalMinutesPlayed,avgMinutesPlayed,totalFieldGoalsAttempted,avgFieldGoalsAttempted,totalFieldGoalsMade,avgFieldGoalsMade,sdFieldGoalsMade,avgFieldGoalsPercentage,sdFieldGoalsPercentage,totalThreePointersMade,avgThreePointersMade,sdThreePointersMade,totalThreePointersAttempted,avgThreePointersAttempted,avgThreePointersPercentage,sdThreePointersPercentage,totalFreeThrowsMade,avgFreeThrowsMade,sdFreeThrowsMade,totalFreeThrowsAttempted,avgFreeThrowsAttempted,avgFreeThrowsPercentage,sdFreeThrowsPercentage,totalReboundsOffensive,avgReboundsOffensive,sdReboundsOffensive,totalReboundsDefensive,avgReboundsDefensive,sdReboundsDefensive,totalRebounds,avgRebounds,sdRebounds,totalAssists,avgAssists,sdAssists,totalTurnovers,avgTurnovers,sdTurnovers,totalSteals,avgSteals,sdSteals,totalBlocks,avgBlocks,sdBlocks,totalOpponentBlocks,avgOpponentBlocks,sdOpponentBlocks,totalFouls,avgFouls,sdFouls,totalDrawnFouls,avgDrawnFouls,sdDrawnFouls,totalPoints,avgPoints,sdPoints,avgPlusMinusPoints,totalPlusMinusPoints,totalFieldGoalsPercentage,totalThreePointersPercentage,totalFreeThrowsPercentage,totalMinutesPlayersPlayed
Atlanta Hawks,2020-21,41,31,0.5694444444444444,0.4305555555555556,3481.0,48.34722222222222,6281,87.23611111111111,2937,40.791666666666664,4.858381751101557,0.4691388888888889,0.055607352223273974,895,12.430555555555555,3.8044687915138042,2402,2402,0.37019444444444444,0.08493504376193577,1417,19.680555555555557,5.835361820344552,1745,24.23611111111111,0.8134444444444444,0.07983978479622003,760,10.555555555555555,3.9890303417362785,2525,35.06944444444444,5.50627398593075,3285,45.625,6.933156710462486,1737,24.125,4.583920150227529,953,13.23611111111111,3.8547320673976944,503,6.986111111111111,2.7603482917388864,342,4.75,2.6203429514280363,363,5.041666666666667,2.4918882483477307,1392,19.333333333333332,3.587929686688372,1422,19.75,3.920872280069796,8186,113.69444444444444,11.889916296852801,2.3194444444444446,167,0.46760070052539404,0.3726061615320566,0.8120343839541547,17010
Atlanta Hawks,2021-22,43,39,0.524390243902439,0.47560975609756095,3941.0,48.0609756097561,7241,88.3048780487805,3401,41.47560975609756,4.70152486363312,0.47113414634146344,0.0558005182052848,1056,12.878048780487806,3.739644942222107,2821,2821,0.3717439024390244,0.0820353448329859,1485,18.109756097560975,5.713328790267817,1829,22.304878048780488,0.8117682926829268,0.0949063604498624,823,10.036585365853659,3.716646311026203,2783,33.9390243902439,4.547004334630754,3606,43.97560975609756,5.721899904096212,2017,24.597560975609756,4.455153088216604,972,11.853658536585366,3.186088399490929,587,7.158536585365853,2.5746605299192358,348,4.2439024390243905,2.1917971407987853,367,4.475609756097561,2.126990627572248,1534,18.70731707317073,3.252682861801623,1668,20.341463414634145,3.7125729396172575,9343,113.9390243902439,12.23973246800299,1.5609756097560976,128,0.4696865073884823,0.3743353420772776,0.8119190814652816,19261
Atlanta Hawks,2022-23,41,41,0.5,0.5,3971.0,48.426829268292686,7574,92.36585365853658,3658,44.609756097560975,4.8983648003752185,0.48432926829268297,0.051179677409152455,882,10.75609756097561,2.925245481351406,2505,2505,0.35339024390243906,0.08795000769903755,1513,18.451219512195124,4.87409995243032,1850,22.5609756097561,0.8196585365853659,0.0771362782356927,920,11.21951219512195,4.154498945420947,2719,33.15853658536585,4.646702035561023,3639,44.3780487804878,5.912197569124068,2049,24.98780487804878,3.763023155668774,1060,12.926829268292684,3.6405822618172925,580,7.073170731707317,2.702447394697647,401,4.890243902439025,2.2443679720799268,414,5.048780487804878,2.5038362616779852,1541,18.79268292682927,3.6909559298373114,1612,19.658536585365855,3.443438965054033,9711,118.42682926829268,10.968001143399013,0.2926829268292683,24,0.48296804858727227,0.3520958083832335,0.8178378378378378,19439
Atlanta Hawks,2023-24,36,46,0.43902439024390244,0.5609756097560976,3971.0,48.426829268292686,7584,92.48780487804878,3529,43.03658536585366,5.141083908270898,0.4664146341463415,0.050944159994240956,1125,13.71951219512195,3.2251878698993237,3092,3092,0.36415853658536584,0.07157840724001314,1520,18.536585365853657,6.014786557487211,1906,23.24390243902439,0.7942926829268293,0.09086749107053504,1024,12.487804878048781,3.8848992310652624,2639,32.18292682926829,5.522407885947712,3663,44.670731707317074,7.1682683447910085,2180,26.585365853658537,4.581097015399113,1110,13.536585365853659,3.3377567759038174,615,7.5,2.816398190141461,369,4.5,2.2236106773543893,461,5.621951219512195,2.6182655832168273,1522,18.5609756097561,3.6212594527441864,1594,19.4390243902439,3.810633468532043,9703,118.32926829268293,12.669643780788336,-2.182926829268293,-179,0.4653217299578059,0.36384217335058217,0.7974816369359916,19468
Boston Celtics,2010-11,56,26,0.6829268292682927,0.3170731707317073,3956.0,48.24390243902439,6219,75.84146341463415,3023,36.86585365853659,5.870542059902576,0.48693902439024395,0.0671052881140048,408,4.975609756097561,2.3829414842657193,1119,1119,0.3614512195121951,0.13593354880180408,1459,17.79268292682927,6.221701972056169,1895,23.109756097560975,0.7677682926829268,0.11490321195700635,639,7.7926829268292686,3.2725487664949506,2542,31.0,5.079613089183316,3181,38.792682926829265,6.302532912099703,1921,23.426829268292682,5.305553781977315,1195,14.573170731707316,3.5031925044988954,676,8.24390243902439,3.1409716811005257,344,4.195121951219512,2.364547952988336,364,4.439024390243903,2.5584406949392493,1678,20.463414634146343,3.875198511685354,1659,20.23170731707317,4.049992472139947,7913,96.5,11.89900919207504,5.365853658536586,440,0.4860910114166265,0.3646112600536193,0.7699208443271768,19369
Boston Celtics,2011-12,39,27,0.5909090909090909,0.4090909090909091,3188.0,48.303030303030305,5086,77.06060606060606,2341,35.46969696969697,4.275942350369446,0.46195454545454545,0.05166681179015637,363,5.5,2.482244641758435,988,988,0.3610606060606061,0.1128432375926722,1017,15.409090909090908,5.708232308159512,1308,19.818181818181817,0.7858636363636363,0.10825552199291284,509,7.712121212121212,3.632185828502431,2051,31.075757575757574,5.531199914500695,2560,38.78787878787879,6.474839235343463,1557,23.59090909090909,4.687060002659607,979,14.833333333333334,3.7110368998158556,498,7.545454545454546,2.8402698581530705,362,5.484848484848484,2.531295954142701,304,4.606060606060606,2.6246100831510355,1315,19.924242424242426,3.970315259951439,1217,18.439393939393938,4.537463838817681,6062,91.84848484848484,10.27205682982486,2.515151515151515,166,0.4602831301612269,0.3674089068825911,0.7775229357798165,15582
Boston Celtics,2012-13,41,40,0.5061728395061729,0.49382716049382713,3968.0,48.98765432098765,6459,79.74074074074075,3001,37.04938271604938,4.45505677452011,0.46641975308641975,0.05382607736904365,498,6.148148148148148,2.403700850309326,1390,1390,0.3600493827160494,0.11485402705549423,1318,16.271604938271604,5.019990900586903,1698,20.962962962962962,0.7764814814814816,0.10411245255865301,654,8.074074074074074,3.181107424222647,2533,31.271604938271604,4.839969900936917,3187,39.34567901234568,5.863361863784207,1843,22.753086419753085,4.686498864284325,1181,14.580246913580247,3.093801050208562,667,8.234567901234568,2.842848944889052,365,4.506172839506172,2.2367580154663766,378,4.666666666666667,2.418677324489565,1717,21.19753086419753,3.941509079928714,1574,19.432098765432098,3.6295256976805463,7818,96.51851851851852,10.838716611194233,-0.2222222222222222,-18,0.4646230066573773,0.35827338129496406,0.7762073027090695,19425
Boston Celtics,2013-14,25,57,0.3048780487804878,0.6951219512195121,3946.0,48.1219512195122,6883,83.9390243902439,2996,36.53658536585366,4.667182833758907,0.43700000000000006,0.053910534026406595,575,7.012195121951219,3.008194169096845,1729,1729,0.3271707317073171,0.09909526590803377,1325,16.158536585365855,4.603995881719694,1706,20.804878048780488,0.7854146341463414,0.08550069687384942,980,11.951219512195122,4.136266698138927,2505,30.548780487804876,5.221400500420113,3485,42.5,6.439174090127002,1726,21.048780487804876,4.971281572164067,1261,15.378048780487806,3.889334082144316,584,7.121951219512195,2.6358883240475772,343,4.182926829268292,2.250531069180201,373,4.548780487804878,2.067696511773369,1743,21.25609756097561,3.711214155621158,1564,19.073170731707318,3.6743370538514317,7892,96.2439024390244,10.13070260150997,-4.463414634146342,-366,0.435275315995932,0.3325621746674378,0.7766705744431418,19320
Boston Celtics,2014-15,40,42,0.4878048780487805,0.5121951219512195,3976.0,48.48780487804878,7211,87.9390243902439,3193,38.9390243902439,4.7280292686096885,0.44432926829268293,0.05402218448694894,660,8.048780487804878,2.693854180589818,2021,2021,0.3261829268292683,0.07954766069591304,1266,15.439024390243903,5.400268765546628,1678,20.463414634146343,0.7567439024390243,0.100237718803865,910,11.097560975609756,3.6938713209507235,2685,32.74390243902439,4.626309559304532,3595,43.84146341463415,5.4466424411155385,2009,24.5,4.503085362035432,1133,13.817073170731707,3.988031628032166,674,8.21951219512195,2.832894912676641,294,3.5853658536585367,1.8721560787010159,431,5.2560975609756095,2.5666954092174015,1738,21.195121951219512,4.307441234067423,1545,18.841463414634145,4.206020118756653,8312,101.36585365853658,10.492221922319825,0.15853658536585366,13,0.4427957287477465,0.32657100445324094,0.7544696066746126,19434
Boston Celtics,2015-16,48,34,0.5853658536585366,0.4146341463414634,3956.0,48.24390243902439,7318,89.2439024390244,3216,39.21951219512195,4.637539764546572,0.4401341463414634,0.04743488381295659,717,8.74390243902439,2.752377089841676,2142,2142,0.3353048780487805,0.08229811647851287,1520,18.536585365853657,5.280280393675376,1929,23.524390243902438,0.7886951219512195,0.08052462073063182,950,11.585365853658537,3.572705927203696,2733,33.329268292682926,4.529886701902009,3683,44.91463414634146,5.724543692014462,1981,24.158536585365855,5.405688618198109,1127,13.74390243902439,3.727809986977116,752,9.170731707317072,3.1419302003578156,348,4.2439024390243905,2.3283596494165186,450,5.487804878048781,2.4657851399745114,1796,21.902439024390244,4.783226237277181,1718,20.951219512195124,3.871078067930126,8669,105.71951219512195,10.425839682847712,3.207317073170732,263,0.4394643345176278,0.33473389355742295,0.7879730430274754,19330
Boston Celtics,2016-17,53,29,0.6463414634146342,0.35365853658536583,3951.0,48.18292682926829,6977,85.08536585365853,3168,38.63414634146341,4.244130864280058,0.4550243902439024,0.04875688634103895,985,12.012195121951219,2.9207385436683206,2741,2741,0.35874390243902443,0.06482889368320188,1536,18.73170731707317,6.06354983118424,1903,23.20731707317073,0.8102317073170731,0.08536057128664504,743,9.060975609756097,3.316057308532506,2698,32.90243902439025,5.081094846774176,3441,41.96341463414634,6.029649216812524,2069,25.23170731707317,4.5712433959355145,1088,13.268292682926829,3.705347422066844,617,7.524390243902439,2.961587869712311,340,4.146341463414634,2.073477136965542,425,5.182926829268292,2.563408460010139,1686,20.5609756097561,4.830708255143478,1664,20.29268292682927,4.587927811324752,8857,108.01219512195122,9.057421624280053,2.6341463414634148,216,0.45406335101046297,0.3593578985771616,0.8071466106148187,19298
Boston Celtics,2017-18,55,27,0.6707317073170732,0.32926829268292684,3961.0,48.30487804878049,6975,85.0609756097561,3141,38.30487804878049,4.814302314465488,0.45128048780487806,0.056238310036917816,939,11.451219512195122,3.151141039759103,2492,2492,0.38128048780487805,0.095919240000264,1308,15.951219512195122,4.90628832836963,1697,20.695121951219512,0.7716219512195123,0.11413698075730168,767,9.353658536585366,3.4368085655926732,2878,35.09756097560975,5.196413188642746,3645,44.451219512195124,6.3560070527748165,1842,22.463414634146343,5.060608273474738,1148,14.0,3.4533933928711225,604,7.365853658536586,2.6782719466654408,373,4.548780487804878,2.1951261333561147,364,4.439024390243903,2.217203003762082,1618,19.73170731707317,3.9753834522334413,1571,19.158536585365855,3.785839477319094,8529,104.01219512195122,10.400016503357069,3.5853658536585367,294,0.4503225806451613,0.37680577849117175,0.7707719505008839,19361
Boston Celtics,2018-19,49,33,0.5975609756097561,0.4024390243902439,3956.0,48.24390243902439,7423,90.52439024390245,3451,42.08536585365854,4.603276394938976,0.46582926829268295,0.05006903995905012,1032,12.585365853658537,3.7116806599287027,2829,2829,0.3630121951219512,0.07556740003604973,1282,15.634146341463415,5.7144222894161905,1598,19.48780487804878,0.8063780487804879,0.09429866399219894,804,9.804878048780488,3.08496563156014,2849,34.74390243902439,4.526495321062304,3653,44.548780487804876,6.010592376517611,2155,26.28048780487805,5.08999112333724,1052,12.829268292682928,3.3400113774064395,706,8.609756097560975,2.7023359696498876,435,5.304878048780488,2.805149692932466,317,3.8658536585365852,1.9421395553342347,1670,20.365853658536587,3.929980350913565,1602,19.536585365853657,3.9100854777408633,9216,112.39024390243902,10.574551442561624,4.439024390243903,364,0.4649063720867574,0.3647932131495228,0.8022528160200251,19350
Boston Celtics,2019-20,48,24,0.6666666666666666,0.3333333333333333,3486.0,48.416666666666664,6448,89.55555555555556,2971,41.263888888888886,4.858542804654862,0.4619166666666667,0.052524910253927144,905,12.569444444444445,3.1391502792544603,2487,2487,0.3658472222222222,0.08052357886196224,1336,18.555555555555557,5.9856374785848105,1668,23.166666666666668,0.8029166666666667,0.08153487977374045,768,10.666666666666666,3.6847611576237065,2549,35.40277777777778,4.461603710352548,3317,46.06944444444444,5.785670469842065,1655,22.98611111111111,4.283913754722773,995,13.819444444444445,3.123407262341492,595,8.26388888888889,2.8581144949693105,406,5.638888888888889,2.3930977953069483,396,5.5,2.136206984748936,1553,21.569444444444443,4.25863295161586,1487,20.65277777777778,4.590743050175936,8183,113.65277777777777,11.8869791732557,6.305555555555555,454,0.46076302729528534,0.36389223964616,0.8009592326139089,17035
Boston Celtics,2020-21,36,36,0.5,0.5,3476.0,48.27777777777778,6401,88.90277777777777,2985,41.458333333333336,5.068370574621607,0.4673611111111111,0.055440440204021196,979,13.597222222222221,3.938469432539564,2618,2618,0.3754722222222222,0.0831794212466992,1160,16.11111111111111,6.154250919636495,1496,20.77777777777778,0.7782916666666666,0.09704775033492752,765,10.625,3.4495866255718144,2421,33.625,5.15516287088508,3186,44.25,5.825514545369351,1689,23.458333333333332,5.009673740466089,1012,14.055555555555555,4.272047663159522,556,7.722222222222222,2.984571699861119,383,5.319444444444445,2.7209484100936634,334,4.638888888888889,2.1838430756420513,1471,20.430555555555557,4.334032987937688,1389,19.291666666666668,4.029599987137438,8109,112.625,12.932585223511202,1.4583333333333333,105,0.4663333854085299,0.3739495798319328,0.7754010695187166,17006
Boston Celtics,2021-22,51,31,0.6219512195121951,0.3780487804878049,3981.0,48.548780487804876,7167,87.40243902439025,3341,40.74390243902439,5.523934399467793,0.46708536585365856,0.058535881413261916,1085,13.231707317073171,4.584727142917836,3044,3044,0.3524390243902439,0.09180590066312348,1397,17.036585365853657,5.677430130585883,1713,20.890243902439025,0.8164878048780487,0.09072142190603506,863,10.524390243902438,3.6285071914524516,2915,35.548780487804876,5.509032849681861,3778,46.073170731707314,6.734434247741787,2036,24.829268292682926,5.215846883992458,1118,13.634146341463415,3.588432014682569,591,7.2073170731707314,2.3186724856594756,478,5.829268292682927,2.5473533980462526,376,4.585365853658536,2.340999151002083,1521,18.548780487804876,3.814049528135595,1592,19.414634146341463,3.9967617123724426,9164,111.7560975609756,14.147862008012789,7.280487804878049,597,0.4661643644481652,0.3564388961892247,0.8155283129013426,19464
Boston Celtics,2022-23,57,25,0.6951219512195121,0.3048780487804878,3996.0,48.73170731707317,7278,88.7560975609756,3460,42.19512195121951,5.176964705808918,0.4763048780487805,0.05305475602059346,1315,16.036585365853657,4.350238029392851,3492,3492,0.37540243902439024,0.07890529715997302,1436,17.51219512195122,6.18289936070993,1769,21.573170731707318,0.8096463414634147,0.0919761606192188,796,9.707317073170731,4.0627418974608664,2921,35.6219512195122,5.047038598512501,3717,45.329268292682926,6.505562440548173,2186,26.658536585365855,4.683091498158718,1095,13.353658536585366,3.244642121906085,521,6.353658536585366,2.7459148162788227,430,5.2439024390243905,2.3911409312977168,318,3.8780487804878048,2.110469164985956,1542,18.804878048780488,3.7628431081496383,1568,19.121951219512194,4.08063854813852,9671,117.9390243902439,12.027075997977485,6.524390243902439,535,0.47540533113492717,0.3765750286368843,0.8117580553985303,19562
Boston Celtics,2023-24,64,18,0.7804878048780488,0.21951219512195122,3966.0,48.36585365853659,7396,90.1951219512195,3601,43.91463414634146,5.164458834155214,0.48765853658536584,0.052396451560230525,1351,16.475609756097562,3.9666063168645906,3482,3482,0.38759756097560977,0.076737947500375,1334,16.26829268292683,6.620299460773369,1654,20.170731707317074,0.7958902439024391,0.1318967989856305,876,10.682926829268293,3.5965623119467494,2923,35.646341463414636,5.901186219358234,3799,46.329268292682926,6.944319782078902,2207,26.914634146341463,4.638010481070882,979,11.939024390243903,3.3824075032314327,557,6.7926829268292686,2.7204656685536364,538,6.560975609756097,2.8375679073860773,304,3.707317073170732,2.045698919944705,1326,16.170731707317074,3.5234833986360306,1416,17.26829268292683,4.661501852216451,9887,120.57317073170732,12.354866575319523,11.341463414634147,930,0.4868848025959978,0.3879954049396898,0.8065296251511487,19405
Brooklyn Nets,2010-11,24,58,0.2926829268292683,0.7073170731707317,4001.0,48.792682926829265,6638,80.95121951219512,2918,35.58536585365854,4.227923692947584,0.4416463414634147,0.05292327825741326,459,5.597560975609756,2.3875177258604383,1337,1337,0.3447195121951219,0.1101725105627975,1427,17.402439024390244,6.168137474444248,1881,22.9390243902439,0.7630975609756098,0.08807581046484586,909,11.085365853658537,3.9727504528720323,2440,29.75609756097561,5.295143303787754,3349,40.84146341463415,6.8104304756804535,1723,21.01219512195122,5.095371665139043,1152,14.048780487804878,3.9312060758091496,458,5.585365853658536,2.5432127999796093,384,4.682926829268292,2.2048098307204804,375,4.573170731707317,2.216829500033598,1807,22.036585365853657,4.484390270433761,1638,19.975609756097562,5.064950025361535,7722,94.17073170731707,11.019404745242642,-6.2439024390243905,-512,0.43959023802350106,0.3433059087509349,0.7586390217969166,19577
