totalMinutesPlayed,avgMinutesPlayed,totalFieldGoalsMade,avgFieldGoalsMade,sdFieldGoalsMade,totalFieldGoalsAttempted,avgFieldGoalsAttempted,avgFieldGoalPercentage,totalThreePointersMade,avgThreePointersMade,sdThreePointersMade,totalThreePointersAttempted,avgThreePointersAttempted,avgThreePointersPercentage,totalFreeThrowsAttempted,avgFreeThrowsAttempted,totalFreeThrowsMade,avgFreeThrowsMade,sdFreeThrowsMade,avgFreeThrowsPercentage,totalReboundsOffensive,avgReboundsOffensive,sdReboundsOffensive,totalReboundsDefensive,avgReboundsDefensive,sdReboundsDefensive,totalRebounds,avgRebounds,sdRebounds,totalAssists,avgAssists,sdAssists,totalSteals,avgSteals,sdSteals,totalBlocks,avgBlocks,sdBlocks,totalTurnovers,avgTurnovers,sdTurnovers,totalFouls,avgFouls,sdFouls,totalPoints,avgPoints,sdPoints,avgPlusMinusPoints,totalPlusMinusPoints,totalFieldGoalsPercentage,totalThreePointersPercentage,totalFreeThrowsPercentage
1561,35.47727272727273,370,8.409090909090908,3.075168226203295,740,16.818181818181817,0.49570454545454545,2,0.045454545454545456,0.21070705494148542,15,0.3409090909090909,0.03409090909090909,294,6.681818181818182,210,4.7727272727272725,2.7522813907961194,0.7013181818181818,100,2.272727272727273,1.675592729053664,283,6.431818181818182,3.9319663538786584,383,8.704545454545455,4.343289640913047,178,4.045454545454546,2.876969864725211,50,1.1363636363636365,1.0909971775571339,43,0.9772727272727273,1.1099682870734047,114,2.590909090909091,1.5298302355761162,162,3.6818181818181817,1.4906331926435057,952,21.636363636363637,7.172592892038834,-0.09090909090909091,-4,0.5,0.13333333333333333,0.7142857142857143
223,31.857142857142858,45,6.428571428571429,2.5727509827124,104,14.857142857142858,0.43642857142857144,5,0.7142857142857143,0.7559289460184544,8,1.1428571428571428,0.4524285714285714,32,4.571428571428571,26,3.7142857142857144,3.093772546815388,0.7452857142857143,10,1.4285714285714286,0.9759000729485331,43,6.142857142857143,1.9518001458970662,53,7.571428571428571,2.2990681342044406,23,3.2857142857142856,1.4960264830861913,5,0.7142857142857143,0.7559289460184544,3,0.42857142857142855,0.5345224838248488,15,2.142857142857143,2.1157009420498154,11,1.5714285714285714,1.511857892036909,121,17.285714285714285,6.047431568147635,2.2857142857142856,16,0.4326923076923077,0.625,0.8125
166,12.76923076923077,38,2.923076923076923,2.531848417709167,73,5.615384615384615,0.4066923076923077,0,0.0,0.0,1,0.07692307692307693,0.0,20,1.5384615384615385,16,1.2307692307692308,1.535895295576609,0.5063846153846154,20,1.5384615384615385,1.7614096918559583,50,3.8461538461538463,2.3750843439814178,70,5.384615384615385,3.3798042728946482,9,0.6923076923076923,0.8548504142651104,1,0.07692307692307693,0.2773500981126146,3,0.23076923076923078,0.43852900965351466,9,0.6923076923076923,0.8548504142651103,22,1.6923076923076923,1.5483655567842813,92,7.076923076923077,4.940673679798779,0.5384615384615384,7,0.5205479452054794,0.0,0.8
100,9.090909090909092,24,2.1818181818181817,2.56195947736032,40,3.6363636363636362,0.36981818181818177,0,0.0,0.0,3,0.2727272727272727,0.0,19,1.7272727272727273,16,1.4545454545454546,2.423371055519,0.38636363636363635,13,1.1818181818181819,1.4012980994907414,23,2.090909090909091,1.9725387425622574,36,3.272727272727273,3.165151152501539,11,1.0,1.5491933384829668,2,0.18181818181818182,0.40451991747794525,3,0.2727272727272727,0.4670993664969138,14,1.2727272727272727,1.2720777563426766,18,1.6363636363636365,1.8586407545691703,64,5.818181818181818,5.980270592844137,-2.3636363636363638,-26,0.6,0.0,0.8421052631578947
39,5.571428571428571,8,1.1428571428571428,1.0690449676496976,12,1.7142857142857142,0.5142857142857143,0,0.0,0.0,0,0.0,0.0,9,1.2857142857142858,8,1.1428571428571428,1.5735915849388862,0.39999999999999997,4,0.5714285714285714,1.1338934190276817,10,1.4285714285714286,1.1338934190276817,14,2.0,1.632993161855452,3,0.42857142857142855,0.7867957924694432,0,0.0,0.0,2,0.2857142857142857,0.7559289460184545,3,0.42857142857142855,0.5345224838248488,10,1.4285714285714286,0.9759000729485332,24,3.4285714285714284,2.9920529661723827,0.14285714285714285,1,0.6666666666666666,,0.8888888888888888
19,3.8,10,2.0,1.7320508075688772,20,4.0,0.45940000000000003,5,1.0,0.0,11,2.2,0.4666,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2,0.4,0.5477225575051661,2,0.4,0.5477225575051661,1,0.2,0.447213595499958,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.2,0.447213595499958,25,5.0,3.4641016151377544,-2.6,-13,0.5,0.45454545454545453,
117,19.5,17,2.8333333333333335,2.786873995477131,33,5.5,0.5261666666666667,6,1.0,1.0954451150103321,13,2.1666666666666665,0.43050000000000005,0,0.0,0,0.0,0.0,0.0,5,0.8333333333333334,0.752772652709081,31,5.166666666666667,2.786873995477131,36,6.0,3.40587727318528,7,1.1666666666666667,1.1690451944500122,3,0.5,0.8366600265340756,3,0.5,0.8366600265340756,6,1.0,0.8944271909999159,10,1.6666666666666667,1.2110601416389966,40,6.666666666666667,6.408327915038889,-1.6666666666666667,-10,0.5151515151515151,0.46153846153846156,
963,21.886363636363637,189,4.295454545454546,2.808455219300473,413,9.386363636363637,0.4299090909090909,40,0.9090909090909091,0.984016019395549,131,2.977272727272727,0.26325,64,1.4545454545454546,47,1.0681818181818181,1.531038973464224,0.3733863636363636,84,1.9090909090909092,1.7093203030795852,256,5.818181818181818,3.786590337596347,340,7.7272727272727275,4.479221466632998,34,0.7727272727272727,1.008421201303751,25,0.5681818181818182,0.728098104580895,13,0.29545454545454547,0.5531955983003285,41,0.9318181818181818,1.0652595987293376,91,2.0681818181818183,1.7836170106253095,465,10.568181818181818,6.344372079445879,3.5681818181818183,157,0.4576271186440678,0.3053435114503817,0.734375
30,7.5,5,1.25,1.8929694486000914,9,2.25,0.2625,1,0.25,0.5,4,1.0,0.125,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1,0.25,0.5,1,0.25,0.5,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.25,0.5,7,1.75,2.0615528128088303,11,2.75,4.272001872658765,2.0,8,0.5555555555555556,0.25,
848,30.285714285714285,147,5.25,2.8625940062196116,352,12.571428571428571,0.4104285714285715,71,2.5357142857142856,1.8950646008170384,202,7.214285714285714,0.32957142857142857,34,1.2142857142857142,25,0.8928571428571429,1.52362350055011,0.2993928571428572,17,0.6071428571428571,0.566946709513841,95,3.392857142857143,1.9117431586805544,112,4.0,2.2443344307471285,79,2.8214285714285716,1.7649587431663567,36,1.2857142857142858,1.117442279796701,11,0.39285714285714285,0.6852566815265062,34,1.2142857142857142,1.1338934190276817,78,2.7857142857142856,1.3705133630530126,390,13.928571428571429,7.086390563392001,1.3214285714285714,37,0.41761363636363635,0.35148514851485146,0.7352941176470589
202,33.666666666666664,23,3.8333333333333335,2.136976056643281,59,9.833333333333334,0.36966666666666664,11,1.8333333333333333,0.983192080250175,33,5.5,0.31866666666666665,7,1.1666666666666667,5,0.8333333333333334,1.3291601358251257,0.26666666666666666,3,0.5,0.5477225575051661,20,3.3333333333333335,1.2110601416389968,23,3.8333333333333335,1.4719601443879744,10,1.6666666666666667,0.816496580927726,4,0.6666666666666666,1.2110601416389966,2,0.3333333333333333,0.5163977794943223,8,1.3333333333333333,1.0327955589886446,12,2.0,0.8944271909999159,62,10.333333333333334,5.428320796219275,-6.333333333333333,-38,0.3898305084745763,0.3333333333333333,0.7142857142857143
380,34.54545454545455,57,5.181818181818182,2.786330268226716,144,13.090909090909092,0.39072727272727276,24,2.1818181818181817,1.9400093720485898,67,6.090909090909091,0.33090909090909093,27,2.4545454545454546,21,1.9090909090909092,2.773248833211526,0.46054545454545454,4,0.36363636363636365,0.6741998624632421,43,3.909090909090909,2.5477262590217755,47,4.2727272727272725,2.6491851234260353,24,2.1818181818181817,1.3280197150781927,14,1.2727272727272727,1.348399724926484,0,0.0,0.0,19,1.7272727272727273,1.1037127426019047,30,2.727272727272727,1.348399724926484,159,14.454545454545455,7.7635512024283875,0.2727272727272727,3,0.3958333333333333,0.3582089552238806,0.7777777777777778
84,14.0,13,2.1666666666666665,1.6020819787597222,43,7.166666666666667,0.23966666666666667,11,1.8333333333333333,1.1690451944500122,27,4.5,0.33316666666666667,11,1.8333333333333333,6,1.0,1.0954451150103321,0.2778333333333333,2,0.3333333333333333,0.5163977794943222,19,3.1666666666666665,2.401388487243717,21,3.5,2.8809720581775866,7,1.1666666666666667,0.752772652709081,0,0.0,0.0,1,0.16666666666666666,0.408248290463863,1,0.16666666666666666,0.408248290463863,6,1.0,0.8944271909999159,43,7.166666666666667,5.036533199202271,10.166666666666666,61,0.3023255813953488,0.4074074074074074,0.5454545454545454
596,35.05882352941177,103,6.0588235294117645,2.7719710549375804,218,12.823529411764707,0.4601176470588235,46,2.7058823529411766,2.023755972268919,109,6.411764705882353,0.40670588235294114,65,3.823529411764706,55,3.235294117647059,2.1368613597021766,0.7445294117647059,9,0.5294117647058824,0.7998161553463028,63,3.7058823529411766,1.7235394498804248,72,4.235294117647059,1.640480560868746,26,1.5294117647058822,1.5048939771136507,12,0.7058823529411765,0.7717436331412898,0,0.0,0.0,35,2.0588235294117645,0.9663454503498037,51,3.0,1.6201851746019649,307,18.058823529411764,7.4788918650701035,-2.0588235294117645,-35,0.4724770642201835,0.42201834862385323,0.8461538461538461
257,19.76923076923077,36,2.769230769230769,1.832750490103429,87,6.6923076923076925,0.3956153846153846,16,1.2307692307692308,1.1657505560686465,45,3.4615384615384617,0.3273076923076923,32,2.4615384615384617,27,2.076923076923077,1.5525000516123695,0.6730769230769231,10,0.7692307692307693,0.9268086959962983,46,3.5384615384615383,2.221687969967303,56,4.3076923076923075,2.657837949180229,9,0.6923076923076923,1.1821319289469756,6,0.46153846153846156,0.5188745216627708,1,0.07692307692307693,0.2773500981126145,8,0.6153846153846154,0.9607689228305227,17,1.3076923076923077,1.2506408613597126,115,8.846153846153847,5.225676253624243,-4.615384615384615,-60,0.41379310344827586,0.35555555555555557,0.84375
25,3.5714285714285716,5,0.7142857142857143,1.1126972805283735,10,1.4285714285714286,0.34700000000000003,2,0.2857142857142857,0.4879500364742666,4,0.5714285714285714,0.21428571428571427,8,1.1428571428571428,7,1.0,1.5275252316519465,0.35714285714285715,3,0.42857142857142855,0.7867957924694432,3,0.42857142857142855,0.5345224838248488,6,0.8571428571428571,0.8997354108424375,2,0.2857142857142857,0.4879500364742666,2,0.2857142857142857,0.4879500364742666,2,0.2857142857142857,0.4879500364742666,2,0.2857142857142857,0.4879500364742666,1,0.14285714285714285,0.37796447300922725,19,2.7142857142857144,3.946064947695181,2.857142857142857,20,0.5,0.5,0.875
15,3.75,1,0.25,0.5,4,1.0,0.125,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,5,1.25,0.5,5,1.25,0.5,0,0.0,0.0,1,0.25,0.5,0,0.0,0.0,0,0.0,0.0,2,0.5,1.0,2,0.5,1.0,-1.0,-4,0.25,,
85,17.0,13,2.6,1.949358868961793,36,7.2,0.3466,8,1.6,1.140175425099138,23,4.6,0.42379999999999995,14,2.8,12,2.4,2.6076809620810595,0.5,1,0.2,0.4472135954999579,9,1.8,1.0954451150103321,10,2.0,1.4142135623730951,16,3.2,2.2803508501982757,1,0.2,0.4472135954999579,0,0.0,0.0,6,1.2,1.0954451150103321,12,2.4,0.8944271909999159,46,9.2,4.658325879540846,-0.8,-4,0.3611111111111111,0.34782608695652173,0.8571428571428571
92,11.5,18,2.25,2.052872551885702,51,6.375,0.27425,6,0.75,0.7071067811865476,25,3.125,0.202,14,1.75,12,1.5,2.3299294900428698,0.34375,1,0.125,0.3535533905932738,5,0.625,0.7440238091428449,6,0.75,0.7071067811865475,8,1.0,1.1952286093343936,4,0.5,0.5345224838248488,1,0.125,0.3535533905932738,5,0.625,0.7440238091428449,9,1.125,1.3562026818605375,54,6.75,6.627863262664026,2.25,18,0.35294117647058826,0.24,0.8571428571428571
1549,22.44927536231884,195,2.8260869565217392,2.01433481751005,401,5.811594202898551,0.45162318840579707,38,0.5507246376811594,0.7580204848244338,100,1.4492753623188406,0.2741449275362319,87,1.2608695652173914,63,0.9130434782608695,1.3584066188735566,0.3446811594202899,76,1.1014492753623188,1.113353803712959,210,3.0434782608695654,2.151844507070317,286,4.144927536231884,2.641720486165166,187,2.710144927536232,1.847903814623178,36,0.5217391304347826,0.6989213464999837,17,0.2463768115942029,0.4667092904660584,72,1.0434782608695652,0.9461187372426555,134,1.9420289855072463,1.5423822099273665,491,7.115942028985507,4.954309567508635,3.652173913043478,252,0.486284289276808,0.38,0.7241379310344828
198,18.0,24,2.1818181818181817,1.7786613965666325,48,4.363636363636363,0.4637272727272727,6,0.5454545454545454,0.6875516509523286,14,1.2727272727272727,0.36363636363636365,10,0.9090909090909091,9,0.8181818181818182,1.1677484162422844,0.3409090909090909,3,0.2727272727272727,0.4670993664969138,18,1.6363636363636365,1.433368568981982,21,1.9090909090909092,1.513574937328539,22,2.0,1.61245154965971,7,0.6363636363636364,0.674199862463242,4,0.36363636363636365,0.504524979109513,14,1.2727272727272727,1.1037127426019047,12,1.0909090909090908,1.2210278829367864,63,5.7272727272727275,3.6902820784029258,1.0909090909090908,12,0.5,0.42857142857142855,0.9
280,13.333333333333334,32,1.5238095238095237,1.327367606168224,67,3.1904761904761907,0.44647619047619047,13,0.6190476190476191,0.9206622874969125,28,1.3333333333333333,0.27461904761904765,20,0.9523809523809523,17,0.8095238095238095,1.2497618820818477,0.35714285714285715,2,0.09523809523809523,0.30079260375911915,32,1.5238095238095237,1.4359334113755977,34,1.619047619047619,1.5961262630566067,33,1.5714285714285714,1.3989792196965818,14,0.6666666666666666,1.1105554165971787,4,0.19047619047619047,0.511766315719159,20,0.9523809523809523,1.0235326314383182,32,1.5238095238095237,1.030487633067356,94,4.476190476190476,3.932162860552035,0.3333333333333333,7,0.47761194029850745,0.4642857142857143,0.85
190,38.0,32,6.4,2.1908902300206647,69,13.8,0.4774,11,2.2,2.16794833886788,26,5.2,0.3822,8,1.6,6,1.2,1.0954451150103321,0.4668,7,1.4,0.8944271909999159,6,1.2,1.0954451150103321,13,2.6,1.3416407864998738,24,4.8,1.7888543819998317,6,1.2,1.6431676725154984,1,0.2,0.4472135954999579,14,2.8,2.16794833886788,17,3.4,1.949358868961793,81,16.2,7.049822692805827,-12.0,-60,0.463768115942029,0.4230769230769231,0.75
1770,39.333333333333336,383,8.511111111111111,2.8573845496618877,867,19.266666666666666,0.43664444444444445,102,2.2666666666666666,1.4365362381911442,294,6.533333333333333,0.34984444444444446,228,5.066666666666666,189,4.2,2.5099800796022267,0.7968666666666667,52,1.1555555555555554,1.0650556015267159,153,3.4,1.7761040100583794,205,4.555555555555555,2.017599333541491,169,3.7555555555555555,1.872717465895672,66,1.4666666666666666,1.2358287613066494,27,0.6,0.8893306982833161,111,2.466666666666667,1.9259000257258707,113,2.511111111111111,1.4241779482504384,1057,23.488888888888887,7.347300748086218,-0.4888888888888889,-22,0.4417531718569781,0.3469387755102041,0.8289473684210527
113,11.3,17,1.7,1.2516655570345725,23,2.3,0.6717000000000001,0,0.0,0.0,0,0.0,0.0,8,0.8,4,0.4,0.9660917830792959,0.11000000000000001,7,0.7,0.8232726023485646,10,1.0,0.9428090415820634,17,1.7,1.4944341180973264,8,0.8,1.2292725943057183,3,0.3,0.6749485577105528,7,0.7,1.2516655570345725,5,0.5,0.7071067811865476,12,1.2,1.3165611772087666,38,3.8,3.084008934992101,-1.5,-15,0.7391304347826086,,0.5
12,6.0,2,1.0,1.4142135623730951,5,2.5,0.25,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1,0.5,0.7071067811865476,1,0.5,0.7071067811865476,2,1.0,0.0,0,0.0,0.0,0,0.0,0.0,2,1.0,1.4142135623730951,1,0.5,0.7071067811865476,0,0.0,0.0,4,2.0,2.8284271247461903,-4.5,-9,0.4,,
885,29.5,102,3.4,1.9581835354789117,224,7.466666666666667,0.4698,0,0.0,0.0,0,0.0,0.0,89,2.966666666666667,77,2.566666666666667,2.128352662852485,0.7161333333333334,37,1.2333333333333334,0.8976341829703132,116,3.8666666666666667,1.8705214713316294,153,5.1,2.3096499212263075,32,1.0666666666666667,1.1426929274467317,17,0.5666666666666667,0.9352607356658147,14,0.4666666666666667,0.68144538746106,23,0.7666666666666667,0.7279320417946062,71,2.3666666666666667,1.7710961603468633,281,9.366666666666667,5.2946513892166065,-2.7,-81,0.45535714285714285,,0.8651685393258427
3,3.0,1,1.0,,3,3.0,0.333,0,0.0,,0,0.0,0.0,0,0.0,0,0.0,,0.0,1,1.0,,0,0.0,,1,1.0,,0,0.0,,1,1.0,,0,0.0,,0,0.0,,0,0.0,,2,2.0,,-5.0,-5,0.3333333333333333,,
137,22.833333333333332,16,2.6666666666666665,1.7511900715418263,38,6.333333333333333,0.3958333333333333,0,0.0,0.0,0,0.0,0.0,13,2.1666666666666665,12,2.0,2.280350850198276,0.4583333333333333,12,2.0,1.6733200530681511,13,2.1666666666666665,2.3166067138525404,25,4.166666666666667,2.562550812504343,2,0.3333333333333333,0.816496580927726,3,0.5,0.8366600265340756,5,0.8333333333333334,0.9831920802501751,7,1.1666666666666667,0.983192080250175,7,1.1666666666666667,1.1690451944500122,44,7.333333333333333,3.983298465677241,-3.1666666666666665,-19,0.42105263157894735,,0.9230769230769231
8,2.0,2,0.5,0.5773502691896257,4,1.0,0.25,0,0.0,0.0,0,0.0,0.0,2,0.5,1,0.25,0.5,0.125,1,0.25,0.5,1,0.25,0.5,2,0.5,0.5773502691896257,1,0.25,0.5,0,0.0,0.0,0,0.0,0.0,1,0.25,0.5,2,0.5,1.0,5,1.25,1.5,0.75,3,0.5,,0.5
298,21.285714285714285,57,4.071428571428571,2.5858873113136984,93,6.642857142857143,0.5683571428571429,0,0.0,0.0,1,0.07142857142857142,0.0,54,3.857142857142857,36,2.5714285714285716,2.502745744924215,0.5145714285714286,37,2.642857142857143,2.6777471259119427,47,3.357142857142857,2.405351177211819,84,6.0,4.385290096535146,24,1.7142857142857142,1.728875643015133,9,0.6428571428571429,0.744946343668492,11,0.7857142857142857,0.8925823753039809,12,0.8571428571428571,1.231455852429764,23,1.6428571428571428,1.499083969380217,150,10.714285714285714,6.509502774684591,1.0,14,0.6129032258064516,0.0,0.6666666666666666
413,37.54545454545455,80,7.2727272727272725,3.2585551734137965,190,17.272727272727273,0.4135454545454545,13,1.1818181818181819,1.1677484162422844,37,3.3636363636363638,0.30909090909090914,68,6.181818181818182,58,5.2727272727272725,2.6111648393354674,0.9002727272727273,6,0.5454545454545454,0.6875516509523286,55,5.0,1.6733200530681511,61,5.545454545454546,2.06705763652765,53,4.818181818181818,2.926369143432927,8,0.7272727272727273,0.6466697906828632,8,0.7272727272727273,0.6466697906828632,34,3.090909090909091,1.6403990645294486,21,1.9090909090909092,0.9438798074485389,231,21.0,9.273618495495704,-3.4545454545454546,-38,0.42105263157894735,0.35135135135135137,0.8529411764705882
135,27.0,17,3.4,3.2093613071762426,59,11.8,0.2152,6,1.2,1.6431676725154984,30,6.0,0.15860000000000002,20,4.0,15,3.0,2.449489742783178,0.6142,1,0.2,0.447213595499958,8,1.6,1.816590212458495,9,1.8,2.16794833886788,16,3.2,3.271085446759225,9,1.8,1.9235384061671346,1,0.2,0.4472135954999579,12,2.4,1.140175425099138,6,1.2,1.0954451150103321,55,11.0,10.04987562112089,-8.6,-43,0.288135593220339,0.2,0.75
172,13.23076923076923,14,1.0769230769230769,1.4978617237881953,36,2.769230769230769,0.2846153846153846,2,0.15384615384615385,0.3755338080994054,13,1.0,0.07692307692307693,8,0.6153846153846154,7,0.5384615384615384,1.1982893790305562,0.19230769230769232,5,0.38461538461538464,0.6504436355879909,14,1.0769230769230769,1.1151635501529555,19,1.4615384615384615,1.39136531360295,24,1.8461538461538463,1.5730095277394143,2,0.15384615384615385,0.3755338080994054,0,0.0,0.0,8,0.6153846153846154,0.650443635587991,13,1.0,0.816496580927726,37,2.8461538461538463,4.25922829172441,-3.8461538461538463,-50,0.3888888888888889,0.15384615384615385,0.875
2,2.0,0,0.0,,0,0.0,0.0,0,0.0,,0,0.0,0.0,0,0.0,0,0.0,,0.0,0,0.0,,1,1.0,,1,1.0,,1,1.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,5.0,5,,,
135,22.5,22,3.6666666666666665,3.3862466931200785,44,7.333333333333333,0.39799999999999996,4,0.6666666666666666,0.816496580927726,14,2.3333333333333335,0.20550000000000002,13,2.1666666666666665,8,1.3333333333333333,1.7511900715418263,0.3833333333333333,2,0.3333333333333333,0.816496580927726,11,1.8333333333333333,1.1690451944500122,13,2.1666666666666665,1.4719601443879746,17,2.8333333333333335,1.7224014243685084,1,0.16666666666666666,0.408248290463863,0,0.0,0.0,4,0.6666666666666666,0.816496580927726,13,2.1666666666666665,1.834847859269718,56,9.333333333333334,9.157874571463985,-4.0,-24,0.5,0.2857142857142857,0.6153846153846154
109,6.411764705882353,10,0.5882352941176471,1.5024489812224808,26,1.5294117647058822,0.12452941176470589,5,0.29411764705882354,0.7717436331412897,14,0.8235294117647058,0.09411764705882353,2,0.11764705882352941,1,0.058823529411764705,0.24253562503633297,0.029411764705882353,1,0.058823529411764705,0.242535625036333,25,1.4705882352941178,1.624717169956956,26,1.5294117647058822,1.624717169956956,3,0.17647058823529413,0.3929526239966879,2,0.11764705882352941,0.3321055820775357,2,0.11764705882352941,0.3321055820775357,2,0.11764705882352941,0.3321055820775357,11,0.6470588235294118,0.701888209634219,26,1.5294117647058822,3.710081654405054,-0.058823529411764705,-1,0.38461538461538464,0.35714285714285715,0.5
53,10.6,6,1.2,1.3038404810405297,13,2.6,0.32,3,0.6,0.894427190999916,4,0.8,0.4,2,0.4,1,0.2,0.447213595499958,0.1,0,0.0,0.0,7,1.4,1.3416407864998738,7,1.4,1.3416407864998738,3,0.6,0.8944271909999159,1,0.2,0.447213595499958,1,0.2,0.4472135954999579,1,0.2,0.447213595499958,5,1.0,1.224744871391589,16,3.2,3.5637059362410923,-1.4,-7,0.46153846153846156,0.75,0.5
2,2.0,0,0.0,,1,1.0,0.0,0,0.0,,0,0.0,0.0,0,0.0,0,0.0,,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0.0,0,0.0,,
327,14.863636363636363,22,1.0,0.6172133998483676,45,2.0454545454545454,0.5666363636363636,0,0.0,0.0,0,0.0,0.0,51,2.3181818181818183,25,1.1363636363636365,1.5521246435421705,0.28595454545454546,41,1.8636363636363635,1.55212464354217,45,2.0454545454545454,1.6468519095902985,86,3.909090909090909,2.706413738635563,5,0.22727272727272727,0.4289320272288885,3,0.13636363636363635,0.35125008665710444,20,0.9090909090909091,0.9211323729436767,15,0.6818181818181818,0.8387271329003273,56,2.5454545454545454,1.1433981403515172,69,3.1363636363636362,2.2102672655770355,1.3636363636363635,30,0.4888888888888889,,0.49019607843137253
42,3.8181818181818183,4,0.36363636363636365,0.504524979109513,6,0.5454545454545454,0.3181818181818182,4,0.36363636363636365,0.504524979109513,5,0.45454545454545453,0.36363636363636365,2,0.18181818181818182,1,0.09090909090909091,0.30151134457776363,0.045454545454545456,0,0.0,0.0,6,0.5454545454545454,0.9341987329938276,6,0.5454545454545454,0.9341987329938276,2,0.18181818181818182,0.40451991747794525,1,0.09090909090909091,0.30151134457776363,0,0.0,0.0,3,0.2727272727272727,0.4670993664969138,8,0.7272727272727273,1.1037127426019047,13,1.1818181818181819,1.662418829187267,0.8181818181818182,9,0.6666666666666666,0.8,0.5
31,3.1,2,0.2,0.4216370213557839,9,0.9,0.125,0,0.0,0.0,4,0.4,0.0,6,0.6,4,0.4,0.9660917830792959,0.125,1,0.1,0.31622776601683794,0,0.0,0.0,1,0.1,0.31622776601683794,3,0.3,0.48304589153964794,0,0.0,0.0,0,0.0,0.0,1,0.1,0.31622776601683794,5,0.5,0.7071067811865476,8,0.8,1.6193277068654826,1.8,18,0.2222222222222222,0.0,0.6666666666666666
5,2.5,0,0.0,0.0,1,0.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.5,0.7071067811865476,1,0.5,0.7071067811865476,0,0.0,0.0,0,0.0,0.0,1,0.5,0.7071067811865476,0,0.0,0.0,4.0,8,0.0,,
490,37.69230769230769,101,7.769230769230769,1.9215378456610455,210,16.153846153846153,0.49530769230769234,1,0.07692307692307693,0.2773500981126146,1,0.07692307692307693,0.07692307692307693,84,6.461538461538462,72,5.538461538461538,1.6641005886756872,0.879,49,3.769230769230769,2.1273554065179203,57,4.384615384615385,2.5670495884855025,106,8.153846153846153,3.5319058558176453,15,1.1538461538461537,0.9870962335856491,10,0.7692307692307693,0.9268086959962983,34,2.6153846153846154,1.8501559185854914,22,1.6923076923076923,1.109400392450458,38,2.923076923076923,1.1151635501529555,275,21.153846153846153,3.8045182315713744,1.3076923076923077,17,0.48095238095238096,1.0,0.8571428571428571
2140,29.72222222222222,379,5.263888888888889,3.0070014803743272,719,9.98611111111111,0.5046111111111111,90,1.25,1.4117215541596273,272,3.7777777777777777,0.25659722222222225,143,1.9861111111111112,115,1.5972222222222223,1.9976022403083988,0.4726111111111111,132,1.8333333333333333,1.6185543889097938,273,3.7916666666666665,2.337312167643442,405,5.625,2.9187953332125045,60,0.8333333333333334,1.007017629956027,46,0.6388888888888888,0.7926698610438012,113,1.5694444444444444,1.4124834675725886,79,1.0972222222222223,0.874678568280415,176,2.4444444444444446,1.3415241372985491,963,13.375,7.459633151875726,1.0972222222222223,79,0.5271210013908206,0.33088235294117646,0.8041958041958042
407,25.4375,61,3.8125,3.208712098854201,116,7.25,0.47450000000000003,8,0.5,0.8944271909999159,25,1.5625,0.221,26,1.625,21,1.3125,1.5798206649279318,0.4479375,29,1.8125,1.3275918047351754,51,3.1875,2.1045585443666486,80,5.0,2.9211869733608857,36,2.25,1.1832159566199232,13,0.8125,1.1672617529928753,8,0.5,0.7302967433402215,20,1.25,1.3416407864998738,47,2.9375,1.5692354826475214,151,9.4375,7.606740432011598,-0.9375,-15,0.5258620689655172,0.32,0.8076923076923077
520,26.0,90,4.5,1.9330913339165217,176,8.8,0.53295,18,0.9,0.9119095061289915,57,2.85,0.2733,49,2.45,42,2.1,2.5526044491233284,0.55335,15,0.75,0.966545666958261,65,3.25,1.118033988749895,80,4.0,1.2977713690461004,38,1.9,1.5525869752736798,21,1.05,0.8255779474818965,9,0.45,0.7591546545162482,23,1.15,1.1367080817685318,49,2.45,1.394538218230416,240,12.0,5.0157646213555624,5.15,103,0.5113636363636364,0.3157894736842105,0.8571428571428571
55,13.75,5,1.25,0.5,14,3.5,0.38325,1,0.25,0.5,5,1.25,0.25,2,0.5,2,0.5,1.0,0.25,1,0.25,0.5,7,1.75,1.707825127659933,8,2.0,2.160246899469287,2,0.5,0.5773502691896257,2,0.5,1.0,1,0.25,0.5,2,0.5,0.5773502691896257,8,2.0,2.0,13,3.25,1.5,-10.0,-40,0.35714285714285715,0.2,1.0
6,3.0,1,0.5,0.7071067811865476,2,1.0,0.5,0,0.0,0.0,1,0.5,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3,1.5,0.7071067811865476,3,1.5,0.7071067811865476,0,0.0,0.0,1,0.5,0.7071067811865476,0,0.0,0.0,0,0.0,0.0,2,1.0,1.4142135623730951,2,1.0,1.4142135623730951,2.0,4,0.5,0.0,
